"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O3_16.csv",,,,"Date:","10 Apr 2020 23:19:41 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.583,0.095,93.306,0.015,0.000,0.001,115.154,10481.007,0.0,0.0,0.0,0.0,3724.503,2765.657,1193250816.0,287563776.0,1072590848.0,65102028800.0
38.375,0.725,60.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17863.0,6073.0,1850671104.0,287563776.0,1072594944.0,64444604416.0
39.245,0.075,60.680,0.0,0.0,0.0,0.0,0.0,4134.0,5676.0,0.0,0.0,17841.0,5958.0,1850671104.0,287563776.0,1072594944.0,64444604416.0
39.289,0.100,60.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18108.0,6408.0,1850417152.0,287563776.0,1072594944.0,64444858368.0
39.314,0.050,60.536,0.100,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,18309.0,6822.0,1850286080.0,287563776.0,1072594944.0,64444989440.0
39.334,0.075,60.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18326.0,6773.0,1850269696.0,287563776.0,1072594944.0,64445005824.0
39.370,0.075,60.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18032.0,6189.0,1849937920.0,287563776.0,1072594944.0,64445337600.0
39.304,0.075,60.595,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,17967.0,6090.0,1849683968.0,287563776.0,1072594944.0,64445591552.0
39.380,0.075,60.545,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,18015.0,6087.0,1849683968.0,287563776.0,1072594944.0,64445591552.0
39.470,0.100,60.430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17876.0,5722.0,1849298944.0,287563776.0,1072594944.0,64445976576.0
39.470,0.075,60.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17971.0,5938.0,1849257984.0,287563776.0,1072594944.0,64446017536.0
39.505,0.100,60.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17964.0,5919.0,1849245696.0,287563776.0,1072594944.0,64446029824.0
39.495,0.050,60.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17817.0,5700.0,1849118720.0,287563776.0,1072594944.0,64446156800.0
39.445,0.100,60.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18039.0,6133.0,1848983552.0,287563776.0,1072594944.0,64446291968.0
39.524,0.050,60.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18267.0,6565.0,1848983552.0,287563776.0,1072594944.0,64446291968.0
39.460,0.100,60.440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17883.0,5761.0,1848958976.0,287563776.0,1072594944.0,64446316544.0
39.480,0.050,60.470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17841.0,5695.0,1848832000.0,287563776.0,1072594944.0,64446443520.0
39.460,0.100,60.440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17940.0,5876.0,1848823808.0,287563776.0,1072594944.0,64446451712.0
39.455,0.050,60.495,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,17991.0,6093.0,1848823808.0,287563776.0,1072594944.0,64446451712.0
39.489,0.100,60.410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18065.0,6098.0,1848823808.0,287563776.0,1072594944.0,64446451712.0
39.505,0.075,60.420,0.0,0.0,0.0,0.0,0.0,803.0,640.0,0.0,0.0,17906.0,5763.0,1848754176.0,287563776.0,1072594944.0,64446521344.0
39.645,0.100,60.130,0.125,0.0,0.0,0.0,45056.0,0.0,0.0,0.0,0.0,18071.0,5772.0,1848627200.0,287563776.0,1072594944.0,64446648320.0
39.630,0.050,60.320,0.0,0.0,0.0,0.0,0.0,120.0,124.0,0.0,0.0,17882.0,5639.0,1849016320.0,287563776.0,1072594944.0,64446259200.0
39.570,0.100,60.330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18093.0,6088.0,1849257984.0,287563776.0,1072603136.0,64446009344.0
39.640,0.050,60.310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18275.0,6396.0,1849131008.0,287563776.0,1072603136.0,64446136320.0
39.655,0.075,60.270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18232.0,6280.0,1849131008.0,287563776.0,1072603136.0,64446136320.0
39.645,0.125,60.230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18247.0,6239.0,1849126912.0,287563776.0,1072603136.0,64446140416.0
39.574,0.075,60.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18155.0,6181.0,1849126912.0,287563776.0,1072603136.0,64446140416.0
39.640,0.050,60.310,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,18185.0,6261.0,1848999936.0,287563776.0,1072603136.0,64446267392.0
39.630,0.100,60.270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18188.0,6192.0,1848868864.0,287563776.0,1072607232.0,64446394368.0
39.650,0.075,60.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18194.0,6193.0,1848868864.0,287563776.0,1072607232.0,64446394368.0
39.610,0.100,60.290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18131.0,6133.0,1848868864.0,287563776.0,1072607232.0,64446394368.0
39.605,0.050,60.345,0.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,17987.0,5822.0,1836244992.0,287563776.0,1072607232.0,64459018240.0
