"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O2_8.csv",,,,"Date:","10 Apr 2020 21:26:48 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.239,10488.139,0.0,0.0,0.0,0.0,3725.206,2765.739,1079533568.0,287551488.0,1070665728.0,65217683456.0
19.261,0.450,80.290,0.0,0.0,0.0,0.0,0.0,4074.0,6214.0,0.0,0.0,9008.0,3736.0,1828163584.0,287551488.0,1070669824.0,64469049344.0
19.785,0.050,80.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8981.0,3720.0,1828163584.0,287551488.0,1070669824.0,64469049344.0
19.775,0.075,80.150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.0,3615.0,1828036608.0,287551488.0,1070669824.0,64469176320.0
19.685,0.100,79.740,0.475,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,8967.0,3761.0,1828032512.0,287551488.0,1070669824.0,64469180416.0
19.750,0.050,80.200,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,8938.0,3644.0,1828032512.0,287551488.0,1070669824.0,64469180416.0
19.735,0.050,80.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8964.0,3741.0,1827778560.0,287551488.0,1070669824.0,64469434368.0
19.825,0.025,80.150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8960.0,3610.0,1827643392.0,287551488.0,1070669824.0,64469569536.0
19.830,0.050,80.120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.0,3715.0,1827643392.0,287551488.0,1070669824.0,64469569536.0
19.830,0.050,80.120,0.0,0.0,0.0,0.0,0.0,60.0,42.0,0.0,0.0,8989.0,3623.0,1827516416.0,287551488.0,1070669824.0,64469696512.0
19.760,0.050,80.190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8962.0,3718.0,1827356672.0,287551488.0,1070669824.0,64469856256.0
19.770,0.050,80.180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8938.0,3626.0,1827356672.0,287551488.0,1070669824.0,64469856256.0
19.885,0.050,80.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9080.0,3835.0,1827094528.0,287551488.0,1070669824.0,64470118400.0
19.590,0.050,80.360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9069.0,4013.0,1827094528.0,287551488.0,1070669824.0,64470118400.0
19.610,0.075,80.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9047.0,3923.0,1827094528.0,287551488.0,1070669824.0,64470118400.0
