"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O2_32.csv",,,,"Date:","10 Apr 2020 21:28:40 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.238,10488.025,0.0,0.0,0.0,0.0,3725.303,2765.760,1277255680.0,287551488.0,1070710784.0,65019916288.0
68.374,1.174,30.452,0.0,0.0,0.0,0.0,0.0,3818.0,5370.0,0.0,0.0,28958.0,8538.0,1831190528.0,287551488.0,1070714880.0,64465977344.0
68.734,0.175,31.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28564.0,8643.0,1831198720.0,287551488.0,1070714880.0,64465969152.0
69.052,0.150,30.798,0.0,0.0,0.0,0.0,8192.0,60.0,0.0,0.0,0.0,28794.0,8664.0,1831071744.0,287551488.0,1070714880.0,64466096128.0
68.861,0.150,30.939,0.050,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,28715.0,8680.0,1830727680.0,287551488.0,1070714880.0,64466440192.0
68.576,0.150,31.273,0.0,0.0,0.0,0.0,0.0,833.0,730.0,0.0,0.0,28578.0,8632.0,1830727680.0,287551488.0,1070714880.0,64466440192.0
68.378,0.150,31.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28582.0,8753.0,1830600704.0,287551488.0,1070714880.0,64466567168.0
68.417,0.125,31.458,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,28460.0,8502.0,1830428672.0,287551488.0,1070714880.0,64466739200.0
67.774,0.150,32.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28388.0,8623.0,1830428672.0,287551488.0,1070714880.0,64466739200.0
67.861,0.100,32.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28276.0,8579.0,1830293504.0,287551488.0,1070714880.0,64466874368.0
67.509,0.175,32.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28315.0,8576.0,1830068224.0,287551488.0,1070714880.0,64467099648.0
67.434,0.100,32.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28196.0,8452.0,1830060032.0,287551488.0,1070714880.0,64467107840.0
67.041,0.100,32.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28095.0,8516.0,1829851136.0,287551488.0,1070714880.0,64467316736.0
66.909,0.100,32.991,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,28031.0,8430.0,1829724160.0,287551488.0,1070714880.0,64467443712.0
67.109,0.125,32.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28167.0,8501.0,1829715968.0,287551488.0,1070714880.0,64467451904.0
67.033,0.125,32.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28234.0,8423.0,1829662720.0,287551488.0,1070714880.0,64467505152.0
66.933,0.125,32.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28224.0,8696.0,1829376000.0,287551488.0,1070714880.0,64467791872.0
68.258,0.150,31.592,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,28456.0,8511.0,1829519360.0,287551488.0,1070714880.0,64467648512.0
