"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O3_2.csv",,,,"Date:","10 Apr 2020 23:12:02 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.583,0.095,93.306,0.015,0.000,0.001,115.160,10481.482,0.0,0.0,0.0,0.0,3724.429,2765.641,1024802816.0,287563776.0,1070145536.0,65272922112.0
1.953,0.175,97.121,0.726,0.0,0.025,0.0,0.0,7876149.0,185272.0,0.0,0.0,7539.0,2676.0,1217888256.0,287563776.0,1072361472.0,65077620736.0
4.477,0.375,95.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945.0,2644.0,1833328640.0,287563776.0,1072361472.0,64462180352.0
5.006,0.050,94.944,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3968.0,2565.0,1833328640.0,287563776.0,1072361472.0,64462180352.0
4.707,0.050,95.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.0,2953.0,1833205760.0,287563776.0,1072361472.0,64462303232.0
4.451,0.050,95.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3788.0,2592.0,1833086976.0,287563776.0,1072361472.0,64462422016.0
4.956,0.050,94.944,0.025,0.0,0.025,0.0,65536.0,0.0,0.0,0.0,0.0,4049.0,2783.0,1832833024.0,287563776.0,1072361472.0,64462675968.0
4.906,0.050,95.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4208.0,3190.0,1832706048.0,287563776.0,1072361472.0,64462802944.0
4.955,0.050,94.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.0,2597.0,1832312832.0,287563776.0,1072361472.0,64463196160.0
4.501,0.050,95.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,2540.0,1831952384.0,287563776.0,1072361472.0,64463556608.0
4.906,0.025,95.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0,2666.0,1831903232.0,287563776.0,1072361472.0,64463605760.0
4.553,0.050,95.372,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4349.0,3674.0,1832476672.0,287563776.0,1072361472.0,64463032320.0
