"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O2_16.csv",,,,"Date:","10 Apr 2020 21:28:00 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.238,10488.063,0.0,0.0,0.0,0.0,3725.249,2765.748,1183027200.0,287551488.0,1070690304.0,65114165248.0
38.231,0.725,61.044,0.0,0.0,0.0,0.0,0.0,4134.0,5742.0,0.0,0.0,16691.0,5493.0,1836134400.0,287551488.0,1070694400.0,64461053952.0
39.485,0.100,60.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16907.0,5504.0,1834016768.0,287551488.0,1070694400.0,64463171584.0
39.495,0.050,60.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16843.0,5415.0,1834016768.0,287551488.0,1070694400.0,64463171584.0
39.515,0.100,59.885,0.475,0.0,0.025,0.0,16384.0,0.0,0.0,0.0,0.0,16930.0,5527.0,1833934848.0,287551488.0,1070694400.0,64463253504.0
39.575,0.050,60.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16871.0,5385.0,1833934848.0,287551488.0,1070694400.0,64463253504.0
39.530,0.075,60.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16908.0,5447.0,1833672704.0,287551488.0,1070694400.0,64463515648.0
39.510,0.100,60.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16867.0,5378.0,1833680896.0,287551488.0,1070694400.0,64463507456.0
39.585,0.075,60.340,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,16921.0,5456.0,1833553920.0,287551488.0,1070694400.0,64463634432.0
39.464,0.050,60.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16816.0,5397.0,1833553920.0,287551488.0,1070694400.0,64463634432.0
39.510,0.100,59.940,0.450,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,16904.0,5490.0,1833250816.0,287551488.0,1070694400.0,64463937536.0
39.525,0.075,60.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16847.0,5403.0,1833250816.0,287551488.0,1070694400.0,64463937536.0
39.485,0.100,60.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16937.0,5493.0,1832988672.0,287551488.0,1070694400.0,64464199680.0
39.570,0.050,60.380,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,0.0,0.0,16884.0,5468.0,1832988672.0,287551488.0,1070694400.0,64464199680.0
39.540,0.050,60.410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17026.0,5761.0,1832853504.0,287551488.0,1070694400.0,64464334848.0
39.540,0.050,60.410,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,17201.0,6043.0,1832853504.0,287551488.0,1070694400.0,64464334848.0
39.485,0.125,60.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17126.0,5914.0,1832853504.0,287551488.0,1070694400.0,64464334848.0
