"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_A_2.csv",,,,"Date:","10 Apr 2020 19:02:53 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.347,10490.190,0.0,0.0,0.0,0.0,3724.322,2765.622,1138118656.0,287334400.0,1089994752.0,65139986432.0
4.773,0.050,94.828,0.350,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,3139.0,2597.0,1183301632.0,287334400.0,1089994752.0,65094803456.0
4.452,0.050,95.498,0.0,0.0,0.0,0.0,0.0,9168.0,9516.0,0.0,0.0,3352.0,3031.0,1183322112.0,287334400.0,1089998848.0,65094778880.0
4.503,0.025,95.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.0,2712.0,1183313920.0,287334400.0,1089998848.0,65094787072.0
4.603,0.050,95.347,0.0,0.0,0.0,0.0,0.0,180.0,42.0,0.0,0.0,3203.0,2738.0,1183232000.0,287334400.0,1089998848.0,65094868992.0
4.502,0.050,95.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423.0,3220.0,1183113216.0,287334400.0,1089998848.0,65094987776.0
4.477,0.050,95.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3109.0,2573.0,1183113216.0,287334400.0,1089998848.0,65094987776.0
4.503,0.050,95.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.0,3127.0,1183113216.0,287334400.0,1089998848.0,65094987776.0
4.553,0.025,95.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.0,3058.0,1182986240.0,287334400.0,1089998848.0,65095114752.0
4.578,0.050,95.372,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,3347.0,3028.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.479,0.050,95.470,0.0,0.0,0.0,0.0,0.0,60.0,3770.0,0.0,0.0,3419.0,3180.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.502,0.050,95.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3182.0,2726.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.505,0.025,95.470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980.0,3182.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.577,0.050,95.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196.0,3270.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.530,0.050,95.420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173.0,3242.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.505,0.050,95.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4182.0,3303.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.502,0.050,95.448,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3948.0,2832.0,1182978048.0,287334400.0,1089998848.0,65095122944.0
4.481,0.025,95.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,2999.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.601,0.050,95.349,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3975.0,2784.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.556,0.050,95.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382.0,3715.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.503,0.075,95.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666.0,4377.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.734,0.050,95.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271.0,3478.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.946,0.050,94.979,0.0,0.0,0.025,0.0,0.0,927.0,573.0,0.0,0.0,4115.0,2745.0,1182724096.0,287334400.0,1089998848.0,65095376896.0
5.010,0.050,94.940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.0,3311.0,1182724096.0,287334400.0,1089998848.0,65095376896.0
5.030,0.050,94.920,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,3951.0,2546.0,1182724096.0,287334400.0,1089998848.0,65095376896.0
5.005,0.075,94.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4036.0,2945.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
4.553,0.050,95.397,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,3376.0,2929.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
5.009,0.050,94.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277.0,3079.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
5.009,0.025,94.966,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,4268.0,3061.0,1182715904.0,287334400.0,1089998848.0,65095385088.0
5.009,0.075,94.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386.0,3274.0,1182711808.0,287334400.0,1089998848.0,65095389184.0
5.006,0.050,94.944,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4015.0,2576.0,1182707712.0,287334400.0,1090002944.0,65095389184.0
4.931,0.025,95.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691.0,2587.0,1182707712.0,287334400.0,1090002944.0,65095389184.0
4.427,0.050,95.523,0.0,0.0,0.0,0.0,0.0,338.0,4926.0,0.0,0.0,2976.0,2732.0,1182707712.0,287334400.0,1090002944.0,65095389184.0
4.705,0.075,95.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,3050.0,1182707712.0,287334400.0,1090002944.0,65095389184.0
5.009,0.050,94.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267.0,3038.0,1182707712.0,287334400.0,1090002944.0,65095389184.0
4.882,0.050,94.592,0.476,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,4116.0,3341.0,1182715904.0,287334400.0,1090002944.0,65095380992.0
4.476,0.050,95.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,2671.0,1182715904.0,287334400.0,1090002944.0,65095380992.0
4.503,0.050,95.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.0,2948.0,1182715904.0,287334400.0,1090002944.0,65095380992.0
4.655,0.050,95.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3392.0,2646.0,1182715904.0,287334400.0,1090002944.0,65095380992.0
4.603,0.050,95.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3344.0,2759.0,1182715904.0,287334400.0,1090002944.0,65095380992.0
5.009,0.050,94.941,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,4262.0,3068.0,1183481856.0,287334400.0,1090002944.0,65094615040.0
4.907,0.050,95.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4053.0,3216.0,1183346688.0,287334400.0,1090002944.0,65094750208.0
4.427,0.050,95.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2965.0,2689.0,1183346688.0,287334400.0,1090002944.0,65094750208.0
4.932,0.100,94.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4075.0,2886.0,1183219712.0,287334400.0,1090002944.0,65094877184.0
5.008,0.075,94.917,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,4206.0,2952.0,1183219712.0,287334400.0,1090002944.0,65094877184.0
4.884,0.050,95.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,3281.0,1183211520.0,287334400.0,1090002944.0,65094885376.0
4.502,0.025,95.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3107.0,2746.0,1183084544.0,287334400.0,1090002944.0,65095012352.0
