"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O3_8.csv",,,,"Date:","10 Apr 2020 23:18:31 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.583,0.095,93.306,0.015,0.000,0.001,115.155,10481.080,0.0,0.0,0.0,0.0,3724.461,2765.648,1105281024.0,287563776.0,1072566272.0,65190023168.0
18.970,0.525,80.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9632.0,4464.0,1829826560.0,287563776.0,1072570368.0,64465473536.0
19.735,0.050,80.215,0.0,0.0,0.0,0.0,0.0,4140.0,6160.0,0.0,0.0,9928.0,3838.0,1829834752.0,287563776.0,1072570368.0,64465465344.0
19.670,0.050,80.280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226.0,4648.0,1829580800.0,287563776.0,1072570368.0,64465719296.0
19.599,0.050,79.850,0.501,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,10697.0,5528.0,1829449728.0,287563776.0,1072570368.0,64465850368.0
19.710,0.075,80.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10719.0,5591.0,1829433344.0,287563776.0,1072570368.0,64465866752.0
19.640,0.100,80.260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10256.0,4653.0,1829314560.0,287563776.0,1072570368.0,64465985536.0
19.705,0.050,80.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9878.0,3886.0,1829003264.0,287563776.0,1072570368.0,64466296832.0
19.690,0.050,80.260,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,9912.0,3932.0,1829126144.0,287563776.0,1072570368.0,64466173952.0
