"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-662-6.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-SER/results/662/dstat_ep_C_intel_O3.csv",,,,"Date:","10 Apr 2020 02:14:52 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
12.960,0.311,86.704,0.022,0.000,0.004,166.545,16436.300,0.0,0.0,30.116,1562.453,7424.086,4036.387,5452525568.0,239726592.0,685916160.0,61276065792.0
4.188,0.062,95.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071.0,2639.0,5453336576.0,239726592.0,686120960.0,61275049984.0
4.194,0.042,95.765,0.0,0.0,0.0,0.0,0.0,908370.0,22078.0,0.0,0.0,4363.0,3196.0,5454491648.0,239726592.0,686125056.0,61273890816.0
4.173,0.042,95.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4152.0,2847.0,5456138240.0,239726592.0,686125056.0,61272244224.0
4.170,0.063,95.350,0.417,0.0,0.0,0.0,12288.0,683.0,641.0,0.0,0.0,3798.0,2742.0,5456429056.0,239726592.0,686125056.0,61271953408.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0,2410.0,5457571840.0,239726592.0,686125056.0,61270810624.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,3189.0,2672.0,5458849792.0,239726592.0,686125056.0,61269532672.0
4.190,0.042,95.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264.0,2859.0,5460152320.0,239726592.0,686125056.0,61268230144.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,2648.0,5461241856.0,239726592.0,686125056.0,61267140608.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047.0,2427.0,5462630400.0,239726592.0,686125056.0,61265752064.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3187.0,2714.0,5463265280.0,239726592.0,686125056.0,61265117184.0
4.191,0.063,95.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3389.0,3070.0,5464915968.0,239726592.0,686125056.0,61263466496.0
4.188,0.042,95.770,0.0,0.0,0.0,0.0,0.0,68.0,488.0,0.0,0.0,3253.0,2855.0,5465288704.0,239726592.0,686125056.0,61263093760.0
4.170,0.021,95.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3204.0,2757.0,5466406912.0,239726592.0,686125056.0,61261975552.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,3093.0,2538.0,5467664384.0,239726592.0,686125056.0,61260718080.0
4.168,0.042,95.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045.0,2419.0,5468807168.0,239726592.0,686125056.0,61259575296.0
4.169,0.042,95.789,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3242.0,2811.0,5470085120.0,239726592.0,686125056.0,61258297344.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.0,2750.0,5471096832.0,239726592.0,686125056.0,61257285632.0
4.168,0.063,95.769,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3244.0,2817.0,5472112640.0,239726592.0,686125056.0,61256269824.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,2798.0,5473763328.0,239726592.0,686125056.0,61254619136.0
4.189,0.042,95.769,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,3265.0,2878.0,5474525184.0,239726592.0,686125056.0,61253857280.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3272.0,2875.0,5475667968.0,239726592.0,686125056.0,61252714496.0
4.169,0.042,95.789,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3215.0,2761.0,5476683776.0,239726592.0,686125056.0,61251698688.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3157.0,2665.0,5477826560.0,239726592.0,686125056.0,61250555904.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,3149.0,2651.0,5478969344.0,239726592.0,686125056.0,61249413120.0
4.170,0.021,95.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.0,2836.0,5480103936.0,239726592.0,686125056.0,61248278528.0
4.189,0.042,95.769,0.0,0.0,0.0,0.0,0.0,683.0,640.0,0.0,0.0,3402.0,3125.0,5481193472.0,239726592.0,686125056.0,61247188992.0
4.169,0.042,95.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.0,2866.0,5482328064.0,239726592.0,686125056.0,61246054400.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.0,2659.0,5483745280.0,239726592.0,686125056.0,61244637184.0
4.168,0.042,95.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036.0,2461.0,5485015040.0,239726592.0,686125056.0,61243367424.0
4.168,0.063,95.770,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3073.0,2449.0,5485772800.0,239726592.0,686129152.0,61242605568.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087.0,2483.0,5486870528.0,239726592.0,686129152.0,61241507840.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,544.0,5170.0,0.0,0.0,3123.0,2605.0,5488013312.0,239726592.0,686129152.0,61240365056.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,3064.0,2477.0,5489274880.0,239726592.0,686129152.0,61239103488.0
4.169,0.042,95.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3292.0,2941.0,5490425856.0,239726592.0,686129152.0,61237952512.0
4.168,0.021,95.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,2519.0,5492203520.0,239726592.0,686129152.0,61236174848.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217.0,2767.0,5493481472.0,239726592.0,686129152.0,61234896896.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3351.0,3052.0,5494751232.0,239726592.0,686129152.0,61233627136.0
4.170,0.021,95.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.0,2733.0,5495640064.0,239726592.0,686129152.0,61232738304.0
4.168,0.042,95.373,0.417,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,3157.0,2661.0,5496655872.0,239726592.0,686129152.0,61231722496.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3281.0,2926.0,5497798656.0,239726592.0,686129152.0,61230579712.0
4.169,0.021,95.810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043.0,2428.0,5499576320.0,239726592.0,686129152.0,61228802048.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.0,2436.0,5500329984.0,239726592.0,686129152.0,61228048384.0
4.188,0.021,95.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.0,2500.0,5501726720.0,239726592.0,686129152.0,61226651648.0
4.148,0.042,95.810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160.0,2674.0,5502869504.0,239726592.0,686129152.0,61225508864.0
4.189,0.021,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3105.0,2541.0,5504004096.0,239726592.0,686129152.0,61224374272.0
4.169,0.042,95.372,0.417,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,3264.0,2862.0,5505916928.0,239726592.0,686129152.0,61222461440.0
4.170,0.021,95.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3195.0,2695.0,5506678784.0,239726592.0,686129152.0,61221699584.0
4.168,0.042,95.791,0.0,0.0,0.0,0.0,0.0,683.0,641.0,0.0,0.0,3073.0,2507.0,5508329472.0,239726592.0,686129152.0,61220048896.0
4.170,0.021,95.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3169.0,2682.0,5509345280.0,239726592.0,686129152.0,61219033088.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,2518.0,5510488064.0,239726592.0,686129152.0,61217890304.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188.0,2715.0,5511757824.0,239726592.0,686129152.0,61216620544.0
4.189,0.042,95.769,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,3146.0,2661.0,5512900608.0,239726592.0,686129152.0,61215477760.0
