"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-SER/results/652/dstat_is_C_O2.csv",,,,"Date:","08 Apr 2020 18:11:49 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.698,0.096,93.190,0.015,0.000,0.001,115.904,10680.500,0.0,0.0,0.0,0.0,3750.686,2774.920,1020063744.0,287125504.0,1057390592.0,65290854400.0
2.499,0.100,97.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.0,2917.0,1051455488.0,287125504.0,1057415168.0,65259438080.0
2.477,0.075,97.447,0.0,0.0,0.0,0.0,0.0,34473.0,15926.0,0.0,0.0,3021.0,2371.0,1088147456.0,287125504.0,1057431552.0,65222729728.0
2.479,0.075,97.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,2547.0,1125761024.0,287125504.0,1057431552.0,65185116160.0
2.501,0.075,97.399,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,2456.0,1163382784.0,287125504.0,1057431552.0,65147494400.0
2.479,0.050,97.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,2498.0,1201131520.0,287125504.0,1057431552.0,65109745664.0
2.503,0.075,96.947,0.475,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,0.0,3032.0,2423.0,1241112576.0,287125504.0,1057431552.0,65069764608.0
2.478,0.075,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,2469.0,1278947328.0,287125504.0,1057431552.0,65031929856.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.0,2439.0,1316179968.0,287125504.0,1057431552.0,64994697216.0
2.477,0.075,97.422,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3041.0,2542.0,1353531392.0,287125504.0,1057431552.0,64957345792.0
2.503,0.050,97.422,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3138.0,2588.0,1391280128.0,287125504.0,1057431552.0,64919597056.0
2.478,0.075,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,2524.0,1429291008.0,287125504.0,1057431552.0,64881586176.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,0.0,0.0,3008.0,2375.0,1466920960.0,287125504.0,1057431552.0,64843956224.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,2477.0,1504763904.0,287125504.0,1057431552.0,64806113280.0
2.478,0.075,97.422,0.0,0.0,0.025,0.0,0.0,92.0,0.0,0.0,0.0,3018.0,2420.0,1542258688.0,287125504.0,1057431552.0,64768618496.0
2.228,0.300,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020.0,2459.0,2090405888.0,287125504.0,1057431552.0,64220471296.0
