"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-SER/results/652/dstat_ep_C_intel_O3.csv",,,,"Date:","10 Apr 2020 02:14:33 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.617,0.095,93.272,0.015,0.000,0.001,116.119,10554.766,0.0,0.0,0.0,0.0,3730.457,2767.981,1024499712.0,287309824.0,1087488000.0,65256136704.0
2.501,0.050,97.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,2610.0,1024434176.0,287309824.0,1087799296.0,65255890944.0
2.504,0.025,97.471,0.0,0.0,0.0,0.0,0.0,908304.0,23158.0,0.0,0.0,3506.0,3497.0,1024569344.0,287309824.0,1087799296.0,65255755776.0
2.505,0.050,97.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,3542.0,1024569344.0,287309824.0,1087799296.0,65255755776.0
2.527,0.100,97.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097.0,2548.0,1024315392.0,287309824.0,1087799296.0,65256009728.0
2.502,0.075,97.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039.0,2457.0,1024172032.0,287309824.0,1087799296.0,65256153088.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.0,2534.0,1024172032.0,287309824.0,1087799296.0,65256153088.0
2.528,0.050,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225.0,2808.0,1023918080.0,287309824.0,1087799296.0,65256407040.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3214.0,2774.0,1023918080.0,287309824.0,1087799296.0,65256407040.0
2.504,0.025,97.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123.0,2616.0,1023918080.0,287309824.0,1087799296.0,65256407040.0
2.504,0.050,97.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.0,3124.0,1023668224.0,287309824.0,1087799296.0,65256656896.0
2.528,0.050,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.0,2840.0,1023606784.0,287309824.0,1087799296.0,65256718336.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3090.0,2542.0,1023606784.0,287309824.0,1087799296.0,65256718336.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.0,2713.0,1023184896.0,287309824.0,1087799296.0,65257140224.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147.0,2643.0,1023184896.0,287309824.0,1087799296.0,65257140224.0
2.554,0.075,97.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259.0,2838.0,1023193088.0,287309824.0,1087799296.0,65257132032.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,128.0,517.0,0.0,0.0,3149.0,2660.0,1023066112.0,287309824.0,1087799296.0,65257259008.0
2.504,0.050,97.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,2615.0,1023066112.0,287309824.0,1087799296.0,65257259008.0
2.528,0.050,97.422,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,2993.0,2354.0,1023066112.0,287309824.0,1087799296.0,65257259008.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.0,2594.0,1023602688.0,287309824.0,1087799296.0,65256722432.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124.0,2564.0,1023229952.0,287309824.0,1087799296.0,65257095168.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.0,2652.0,1023213568.0,287309824.0,1087799296.0,65257111552.0
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,683.0,640.0,0.0,0.0,3120.0,2604.0,1023213568.0,287309824.0,1087799296.0,65257111552.0
