"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-SER/results/652/dstat_is_C.csv",,,,"Date:","07 Apr 2020 23:26:51 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.748,0.096,93.140,0.015,0.000,0.001,116.780,10755.745,0.0,0.0,0.0,0.0,3763.846,2779.387,1019748352.0,287117312.0,1047597056.0,65300971520.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,170910.0,68398.0,0.0,0.0,2017.0,2160.0,1020243968.0,287117312.0,1047625728.0,65300447232.0


"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-SER/results/652/dstat_is_C.csv",,,,"Date:","07 Apr 2020 23:41:10 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.748,0.096,93.140,0.015,0.000,0.001,116.769,10754.851,0.0,0.0,0.0,0.0,3763.674,2779.328,1020899328.0,287117312.0,1048059904.0,65299357696.0
2.499,0.075,97.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.0,2539.0,1037488128.0,287117312.0,1048096768.0,65282732032.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,34471.0,16268.0,0.0,0.0,3043.0,2392.0,1054367744.0,287117312.0,1048096768.0,65265852416.0
2.478,0.050,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074.0,2561.0,1070755840.0,287117312.0,1048096768.0,65249464320.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101.0,2509.0,1087393792.0,287117312.0,1048096768.0,65232826368.0
2.478,0.050,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.0,2942.0,1101819904.0,287117312.0,1048096768.0,65218400256.0
