"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-OMP/results/652/dstat_ep_A_O2_2.csv",,,,"Date:","10 Apr 2020 21:10:18 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.252,10489.164,0.0,0.0,0.0,0.0,3725.130,2765.731,1025048576.0,287551488.0,1070194688.0,65272639488.0
5.022,0.025,94.953,0.0,0.0,0.0,0.0,0.0,31640.0,12608.0,0.0,0.0,4039.0,2611.0,1025179648.0,287551488.0,1070206976.0,65272496128.0
5.004,0.050,94.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4039.0,2678.0,1025171456.0,287551488.0,1070206976.0,65272504320.0
5.004,0.050,94.946,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,4016.0,2582.0,1025155072.0,287551488.0,1070223360.0,65272504320.0
5.054,0.075,94.396,0.475,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,4085.0,2776.0,1025146880.0,287551488.0,1070223360.0,65272512512.0
5.006,0.075,94.919,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,4017.0,2575.0,1025912832.0,287551488.0,1070223360.0,65271746560.0
5.010,0.025,94.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4237.0,3103.0,1025859584.0,287551488.0,1070223360.0,65271799808.0
5.033,0.050,94.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327.0,3236.0,1025724416.0,287551488.0,1070223360.0,65271934976.0
4.580,0.050,95.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.0,2693.0,1025597440.0,287551488.0,1070223360.0,65272061952.0
0.526,0.050,99.424,0.0,0.0,0.0,0.0,0.0,470.0,1970.0,0.0,0.0,2294.0,2242.0,1024139264.0,287551488.0,1070227456.0,65273516032.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,2192.0,1023868928.0,287551488.0,1070227456.0,65273786368.0
