"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-OMP/results/652/dstat_is_C_O3_4.csv",,,,"Date:","10 Apr 2020 21:32:38 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.235,10487.794,0.0,0.0,0.0,0.0,3725.386,2765.777,1172652032.0,287551488.0,1070886912.0,65124343808.0
9.970,0.075,89.955,0.0,0.0,0.0,0.0,0.0,3232.0,5446.0,0.0,0.0,5053.0,2810.0,1294155776.0,287551488.0,1070891008.0,65002835968.0
9.927,0.125,89.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5093.0,2916.0,1424678912.0,287551488.0,1070891008.0,64872312832.0
9.957,0.100,89.942,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,5307.0,3367.0,1550508032.0,287551488.0,1070891008.0,64746483712.0
8.902,0.100,90.648,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4883.0,2879.0,1659682816.0,287551488.0,1070891008.0,64637308928.0
5.832,0.350,93.692,0.125,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,4331.0,2833.0,2239258624.0,287551488.0,1070891008.0,64057733120.0
9.575,0.100,90.300,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5031.0,2951.0,2271473664.0,287551488.0,1070891008.0,64025518080.0
9.557,0.025,90.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4924.0,2796.0,2271375360.0,287551488.0,1070891008.0,64025616384.0
9.575,0.075,90.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4991.0,2882.0,2271105024.0,287551488.0,1070891008.0,64025886720.0
9.652,0.050,90.298,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,4975.0,2846.0,2271105024.0,287551488.0,1070891008.0,64025886720.0
9.505,0.050,90.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4969.0,2887.0,2270969856.0,287551488.0,1070891008.0,64026021888.0
9.580,0.050,90.370,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4978.0,2887.0,2270969856.0,287551488.0,1070891008.0,64026021888.0
4.152,0.075,95.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3358.0,2523.0,1190227968.0,287551488.0,1070895104.0,65106759680.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,404.0,1608.0,0.0,0.0,1991.0,2146.0,1189838848.0,287551488.0,1070895104.0,65107148800.0
