"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1/NPB3.3-OMP/results/652/dstat_ep_A_2.csv",,,,"Date:","10 Apr 2020 17:19:09 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.585,0.095,93.304,0.015,0.000,0.001,115.425,10496.826,0.0,0.0,0.0,0.0,3723.007,2765.357,1026342912.0,287334400.0,1069989888.0,65271767040.0
4.999,0.050,94.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,2880.0,1026465792.0,287334400.0,1069993984.0,65271640064.0
5.003,0.050,94.947,0.0,0.0,0.0,0.0,0.0,1639.0,1539.0,0.0,0.0,4085.0,2710.0,1026592768.0,287334400.0,1069993984.0,65271513088.0
5.026,0.025,94.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044.0,2644.0,1026338816.0,287334400.0,1069993984.0,65271767040.0
5.003,0.050,94.472,0.475,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,4101.0,2789.0,1026404352.0,287334400.0,1069993984.0,65271701504.0
5.003,0.050,94.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4034.0,2617.0,1026273280.0,287334400.0,1069993984.0,65271832576.0
5.026,0.025,94.949,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,4048.0,2679.0,1026138112.0,287334400.0,1069993984.0,65271967744.0
5.003,0.050,94.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4079.0,2692.0,1026138112.0,287334400.0,1069993984.0,65271967744.0
5.003,0.050,94.947,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,4064.0,2693.0,1026134016.0,287334400.0,1069993984.0,65271971840.0
5.004,0.025,94.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072.0,2695.0,1026134016.0,287334400.0,1069993984.0,65271971840.0
5.003,0.050,94.947,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,4053.0,2668.0,1026121728.0,287334400.0,1069993984.0,65271984128.0
4.001,0.050,95.924,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3697.0,2666.0,1026121728.0,287334400.0,1069993984.0,65271984128.0
2.503,0.100,97.397,0.0,0.0,0.0,0.0,0.0,312.0,483.0,0.0,0.0,3082.0,2493.0,1026121728.0,287334400.0,1069993984.0,65271984128.0
2.503,0.025,96.996,0.476,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,3053.0,2458.0,1026121728.0,287334400.0,1069993984.0,65271984128.0
1.950,0.100,97.949,0.0,0.0,0.0,0.0,0.0,470.0,1974.0,0.0,0.0,2901.0,2481.0,1024573440.0,287334400.0,1069993984.0,65273532416.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2191.0,1024573440.0,287334400.0,1069993984.0,65273532416.0
